date	company	relationEntity	relationEntityType	classification	snippet	country	keywords
2023-04-15	Willis Towers Watson PLC				Profile () Willis Towers Watson Plc engages in the provision of advisory, broking, and solutions services	IN	provision
2023-04-15	IBM Corp.	Intel Corp. Inc.	company		IBM and Intel aren't exciting, but they're great long-term	US	
2023-04-15	IBM Corp.				customers turning to IBM to help implement hybrid cloud strategies	US	hybrid cloud strategy|cloud strategy|strategy|customer
2023-04-15	IBM Corp.			Being Rated Financially|Publishing Numbers	IBM is valued at just $117 billion today	US	
2023-04-15	IBM Corp.				Century-old tech giant IBM has spent the past decade remaking itself for the era of cloud computing and artificial intelligence	US	
2023-04-15	IBM Corp.				IBM has a big consulting business, for example, generating $4.8 billion of consulting revenue in the fourth quarter	US	business|consulting business
2023-04-15	Accenture Inc.				Accenture Stock Performance opened at $279.25 on Friday	PA	performance|stock performance
2023-04-15	Accenture Inc.			Grow	Accenture’s quarterly revenue was up 5.1% compared to the same quarter last year	PA	revenue
2023-04-15	IBM Corp.				International Business Machines Co. Receives $142.73 Average PT from Brokerages		brokerage|pt|average pt
2023-04-15	Capgemini Consulting				Capgemini Canada’s ethical culture and humanity-first approach that inspires curiosity and innovation, helped the organization secure this placement	CA	ethical culture|culture|organization|placement|approach|humanity first approach
2023-04-15	Tata Consultancy Services Limited				IT Earnings TCS reports weaker than expected Q4 numbers	IN	number
2023-04-15	Tata Consultancy Services Limited				Tata Consultancy Services said its net profit for the final quarter	IN	net profit|final|profit
2023-04-15	Infosys Limited		product		Infosys hits a bump, too, but deal pipeline strong	IN	pipeline|bump|deal pipeline
2023-04-15	Infosys Limited			Publishing Numbers	Infosys forecast its slowest revenue growth in six years	IN	revenue growth|slowest revenue growth|growth
2023-04-15	Deloitte Consulting LLP				Jonathan Gandal, a spokesman for Deloitte, said procurement officials determined that contracting with the company was “in the best interest of the state	US	
2023-04-15	Deloitte Consulting LLP				The Deloitte contract began at $27.5 million but has shot up to $87.5 million	US	contract
2023-04-15	Infosys Limited	AJ Baynes Group	company		This article is authored by Amit Jaiswal, Group Manager, Strategy and Automation, Infosys BPM and Adilson Ricardo Da Silva Bicalho, Automation Consultant,	TW	automation|manager|da silva bicalho|adilson ricardo da silva bicalho|strategy|silva bicalho|bicalho|bpm|article|ricardo da silva bicalho
2023-04-15	Gartner Inc.				Gartner, Inc. Continues to Impress with Strong Q3 Earnings	US	earning
2023-04-15	Aon PLC Holding			Grow	AON’s revenue for the quarter was up 1.6% on a year-over-year basis	PL	revenue|year over year basis|basis
2023-04-15	Aon PLC Holding				Advisor OS LLC’s holdings in AON were worth $406,000 at the end	US	holding|end
2023-04-15	Aon PLC Holding			Publishing Numbers	AON had a net margin of 20.75% and a return on equity of 1,165.31%	PL	margin|return
2023-04-15	Gartner Inc.			Publishing Numbers	Gartner had a net margin of 14.75% and a return on equity of 2,645.96%	AM	margin|return
2023-04-15	Gartner Inc.			Grow	Gartner’s revenue was up 15.2% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	IBM Corp.				tech giant IBM has spent the past decade remaking itself for the era of cloud computing and artificial intelligence	AT	
2023-04-15	PricewaterhouseCoopers International Limited				A PwC survey reveals that 74% of insurance CEOs view a lack of consumer trust in the insurance sector as a threat to business growth	US	survey
2023-04-15	Infosys Limited				The Infosys ADR remained volatile on Friday after sinking up to 10 per cent the previous day as the company’s fourth quarter results and its tepid guidance disappointed	IN	adr
2023-04-15	Infosys Limited	NYSE	org		Infosys ADR plunges 10 per cent in NYSE trade as Q4 results disappoint investors	IN	investor|trade|disappoint investor|results disappoint investor|adr
2023-04-15	Infosys Limited			Publishing Numbers	Infosys on Thursday reported a consolidated net profit	IN	net profit|consolidated net profit|profit
2023-04-15	Willis Towers Watson PLC			Publishing Numbers	Willis Towers Watson Public had a return on equity of 14.53% and a net margin of 11.38%	CH	return
2023-04-15	Willis Towers Watson PLC			Publishing Numbers	Willis Towers Watson Public had a net margin of 11.38% and a return on equity of 14.53%	CH	margin|return
2023-04-15	IBM Corp.			Publishing Numbers	International Business Machines Co. to Post Q3 2023 Earnings of $2.10 Per Share	US	earning
2023-04-15	IBM Corp.			Publishing Numbers	International Business Machines had a return on equity of 41.24% and a net margin of 2.71%	US	return
2023-04-15	IBM Corp.	Zacks Research	company		International Business Machines Co. – Equities researchers at Zacks Research lifted their Q3 2023 earnings per share estimates for shares of International Business Machines in a research note issued on Thursday, April 13th	IN	note|research note|estimate
2023-04-15	IBM Corp.			Publishing Numbers	International Business Machines had a net margin of 2.71% and a return on equity of 41.24%	IN	margin|return
2023-04-15	Ernst & Young LLP	K Anderson	person		Anderson also served as a member of EY's governing body	AU	governing body|member|body
2023-04-15	Infosys Limited	Fy	company		that Infosys announced for FY23	IN	that
2023-04-15	IBM Corp.	EY organization	org	Partnerships	Through this collaboration with IBM, the EY organization will now have the ability to take advantage of quantum computing to propel its innovation journey	IN	ability
2023-04-15	IBM Corp.				IBM's vision is to deliver useful quantum computing to the world	US	computing|useful quantum computing|quantum computing
2023-04-15	Accenture Inc.				With the appointment, Accenture’s board now comprises 10 directors, nine	IN	appointment|board
2023-04-15	Infosys Limited			Grow|Publishing Numbers	Infosys delivered growth of 11.7 per cent to reach $18.2bn in FY23 revenues with operating margins dropping from 22 per cent in 2022 to 21 per cent this year	GB	growth
2023-04-15	Accenture Inc.			Publishing Numbers	Accenture had a return on equity of 30.73% and a net margin of 11.00%	US	return
2023-04-15	Accenture Inc.			Grow	Accenture’s quarterly revenue was up 5.1% on a year-over-year basis	US	revenue|year over year basis|basis
2023-04-15	Wipro Limited	Innovation Center	org		Wipro has an innovation center located in Silicon Valley that	IN	that
2023-04-15	Wipro Limited				Under his leadership, Wipro diversified from producing vegetable oil to providing IT services, software solutions, and consulting services	IN	leadership
2023-04-15	Wipro Limited	Azim Premji	person		During his tenure, Azim Premji transformed Wipro into a global IT services giant, with a presence in over 50 countries	IN	service|it service|presence
2023-04-15	Infosys Limited				Infosys declares final dividend for FY23	IN	fy23
2023-04-15	Infosys Limited			Company Info	Earlier this week, both Infosys and TCS provided an uncertain outlook for the 2024 fiscal	IN	uncertain outlook|outlook
2023-04-15	Infosys Limited				Infosys ADRs closed 9.78% at $15.40 apiece on the US markets	IN	market|adrs
2023-04-15	Infosys Limited	TCS Group Holding PLC	company		Together, market leader TCS and the second-ranked Infosys added a total of 51,819 people in FY23 on a net basis compared	IN	net basis|basis|people
2023-04-15	Infosys Limited	TCS Group Holding PLC	company		market leader TCS and the second-ranked Infosys added a total of 51,819 people in FY23	IN	fy23
2023-04-15	Infosys Limited			Decline	TCS added just 821 people while Infosys reported a decline	IN	people
2023-04-15	Infosys Limited				Infosys recorded a near two-third drop	IN	drop
2023-04-15	Infosys Limited	Motilal Oswal	person		A report from brokerage Motilal Oswal said Infosys	IN	report
2023-04-15	Infosys Limited				the Infosys scrip fell 3.1% to 1,383	IN	scrip
2023-04-15	Infosys Limited				Meanwhile, Infosys onboarded 51,000 freshers during the 2023 fiscal, slightly above its guidance	IN	fresher|guidance
2023-04-15	Tata Consultancy Services Limited				Facebook Copy Link Sai Ishwarbharath & Romita Majumdar , Tata Consultancy Services and Infosys recorded a near two-third drop	IN	drop
2023-04-15	Infosys Limited				Infosys to roll out structure for financial services team as Mohit Joshi leavesMoneycontrolView Full coverage on Google NewsInfosys will roll out a structure for the financial services team in the next few weeks and has put in place a framework for the delivery organisation, the company leadership said,	IN	structure
2023-04-15	Ernst & Young LLP				the accounting firm Ernst & Young organized a leadership training for its female executives	US	executive|female executive|training|leadership training
2023-04-15	Accenture Inc.	TCS Group Holding PLC	company		The recent quarterly results and forecasts announced by Accenture, TCS and Infosys are indicative of a significant slowdown	IN	significant slowdown|result|forecast|slowdown
2023-04-15	IBM Corp.				Educational tools such as IBM Quantum Experience are enabling application specialists	AU	application specialist|specialist|educational tool|tool
2023-04-15	Ernst & Young LLP			Rights	at Ernst & Young LLP where he obtained his public accounting license	BR	career|assurance group|group
2023-04-15	Ernst & Young LLP				for Ernst & Young where he led audit engagements for several $12B+ hedge funds	US	fund|hedge fund
2023-04-15	PricewaterhouseCoopers International Limited				that PwC will remain as a joint auditor until the statements	US	that
2023-04-15	IBM Corp.	the world	location	Operational Regions	IBM and the Cleveland Clinic, as part of their ongoing partnership, unveil the world's first quantum computer dedicated to health care research	US	quantum computer|computer|partnership|care research|health care research|research
2023-04-15	Infosys Limited	TCS Group Holding PLC	company		However, both TCS as well as Infosys have made us	IN	us
2023-04-15	FTI Consulting Inc.				with FCN, it is equally important to note that FTI Consulting remains a well-diversified entity within the transaction and advisory sector	US	well diversified entity|advisory sector|sector|entity|transaction
